Id,Title,Tags,AnswerCount,ViewCount,CommentCount,FavoriteCount,Score,Body
42691892,Microservices Per DB table,<domain-driven-design><microservices>,3,200,2,0.0,0,"<p>I ran into the microservices architecture for e-commerce application where each table has it's own micro service basically with CRUD operations (something like rest client for each table). &#xA;Now I am thinking about combine and model them around business domains, before that I wanted to know does anyone encountered such situation and is it right architecture or not.&#xA;Any suggestions will be very helpful.&#xA;Thanks.</p>&#xA;"
40108015,Microservice's High availability concern on cloud,<cloud><microservices>,1,230,3,0.0,0,"<p>I was reading about Microservices and everything makes sense to me but I have one little doubt.</p>&#xA;&#xA;<p>On cloud, every component has a availability SLA (lets assume 99.9%). So, if we have a single component to do a job, our application SLA would be the same (approx.). But if we create multiple components to do one job, our application's SLA would be reduced because all the components can go down at different time. In microservices, one service can communicate to other services to complete a task. Now, any of the participant service can be down at different time, So our application availability will be lesser compared to monolithic service?</p>&#xA;"
50289914,Deal with enumeration in Microservices architecture,<architecture><microservices><enumeration>,2,41,3,1.0,0,"<p>I recently faced a problem when I designed the microservices architecture of our new system. &#xA;To give more context on that, let's suppose that we have two different services. </p>&#xA;&#xA;<ul>&#xA;<li><p>A service is responsible to make payments and the other one </p></li>&#xA;<li><p>B service is responsible to keep track of the orders. </p></li>&#xA;</ul>&#xA;&#xA;<p>We have a use case that we need to update an order state from the service A. </p>&#xA;&#xA;<p>We have these states in an enumeration list inside the service B. </p>&#xA;&#xA;<p>How can I avoid the sharing of this enumeration between two services? &#xA;I need to have decoupled services.</p>&#xA;&#xA;<p>Please feel free to ask for clarifications. </p>&#xA;"
43018514,"AWS Lambda + Spring, how to load application.yml",<java><spring><amazon-web-services><aws-lambda><microservices>,1,695,0,1.0,0,"<p>I have problem with customizing API gateway domain, for my restful app deployed on AWS lambda. Customized domain, works this way, that depending on basePath it chooses different APIs which finally touches Lambda. For example:</p>&#xA;&#xA;<p><code>api.mycustomdomain.com/view/ping</code> -> goes to application <code>view</code> with path <code>/view/ping</code>&#xA;<code>api.mycustomdomain.com/admin/ping</code> -> goes to application <code>admin</code> with path <code>/admin/ping</code></p>&#xA;&#xA;<p>I am using this example as boilerplate: <a href=""https://github.com/awslabs/aws-serverless-java-container/tree/master/samples/spring/pet-store"" rel=""nofollow noreferrer"">https://github.com/awslabs/aws-serverless-java-container/tree/master/samples/spring/pet-store</a></p>&#xA;&#xA;<p>What I would like to achieve is handler which depending on <code>Host</code> header strips prefix from request path.</p>&#xA;&#xA;<p>I have prepared following application.yml file:</p>&#xA;&#xA;<pre><code>server:&#xA;  contextPath: ""/view""&#xA;  productionHost: ""api.mycustomdomain.com""&#xA;</code></pre>&#xA;&#xA;<p>The problem/question is. How can I now load those into my Lambda function? Here is my naive try:</p>&#xA;&#xA;<pre><code>public class LambdaHandler implements RequestHandler&lt;AwsProxyRequest, AwsProxyResponse&gt; {&#xA;    SpringLambdaContainerHandler&lt;AwsProxyRequest, AwsProxyResponse&gt; handler;&#xA;    boolean isinitialized = false;&#xA;&#xA;    @Value(""${server.contextPath}"")&#xA;    private String prefix;&#xA;&#xA;    @Value(""${server.productionHost}"")&#xA;    private String productionHost;&#xA;&#xA;    public AwsProxyResponse handleRequest(AwsProxyRequest awsProxyRequest, Context context) {&#xA;        if(awsProxyRequest.getHeaders().get(""Host"").equals(productionHost))&#xA;            awsProxyRequest.setPath(awsProxyRequest.getPath().substring(prefix.length()));&#xA;&#xA;        if (!isinitialized) {&#xA;            isinitialized = true;&#xA;            try {&#xA;                handler = SpringLambdaContainerHandler.getAwsProxyHandler(PingPongApp.class);&#xA;            } catch (ContainerInitializationException e) {&#xA;                e.printStackTrace();&#xA;                return null;&#xA;            }&#xA;        }&#xA;        return handler.proxy(awsProxyRequest, context);&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Obviously this doesn't work, LambdaHandler is working out of Spring context.</p>&#xA;&#xA;<p>Any ideas how can I deal with that?</p>&#xA;"
43032883,How could authentication work across microservices?,<javascript><node.js><authentication><jwt><microservices>,3,111,3,0.0,0,"<p>I have two separate Node.js services.</p>&#xA;&#xA;<p>Service <code>A</code> is responsible for authenticating users.  If a user successfully logs in, the user is redirected to Service <code>B</code> (hosted on a <strong>subdomain</strong> of the domain Service <code>A</code> is hosted on).</p>&#xA;&#xA;<p>I am using <a href=""https://jwt.io/"" rel=""nofollow noreferrer"">JWT</a> for authentication.</p>&#xA;&#xA;<p><strong>Question:</strong> How can Service <code>B</code> be aware if a user is or is not authenticated?</p>&#xA;&#xA;<p>I imagine one way that Service <code>B</code> could be aware if they are or aren't authenticated is by asking Service <code>A</code> to check the JWT on each  Request to Service <code>B</code>. But how is Service <code>A</code> supposed to send the JWT to the client when the client is going to be redirected to a new origin?</p>&#xA;&#xA;<p>Is it safe to do something like:</p>&#xA;&#xA;<pre><code>window.location.href = 'https://b.example.com?jwt=tokenhere'&#xA;</code></pre>&#xA;&#xA;<p>I don't believe storing the JWT on <code>localStorage</code> since it does not allow cross origin access.</p>&#xA;"
50039099,Separate one module from JSF application,<rest><jsf><java-ee><architecture><microservices>,1,47,4,0.0,0,"<p>We have big JSF monolithic application. We want to change the architecture of this application. Currently, my goal - change one module in our application. I need to move the logic from one module to another application which will be implemented on another stack of technologies (it will be rest-service with some js-framework on frontend).</p>&#xA;&#xA;<p>The application should work in the same way. We should have the link to the page as it was earlier but this page should be rendered by another service. We should have the same session between these 2 applications. The user should be able to go throw the pages without an additional step of authentification.</p>&#xA;&#xA;<p>We are planning to move also other modules, not only this one. I need a help. Do you have any thoughts how it should be implemented? any examples?</p>&#xA;"
46193708,How To Make Relations Between Two Entities From Different Microservices In Spring Boot?,<spring-boot><spring-data><spring-data-jpa><microservices>,1,588,1,0.0,0,"<p>I am trying to make a simple <strong>Spring Boot</strong> web app using <strong>Microservice Architecture</strong>.</p>&#xA;&#xA;<p>I have two microservices with entities as defined below:</p>&#xA;&#xA;<pre><code>Microservice 1 :&#xA;&#xA;@Entity&#xA;public class Article {&#xA;&#xA;    @Id&#xA;    @GeneratedValue(strategy = GenerationType.IDENTITY)&#xA;    private Long id;&#xA;&#xA;    private String title;&#xA;&#xA;    private String Content;&#xA;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>and</p>&#xA;&#xA;<pre><code>Microservice 2 :&#xA;&#xA;@Entity&#xA;public class Tag {&#xA;&#xA;    @Id&#xA;    @GeneratedValue(strategy = GenerationType.IDENTITY)&#xA;    private Long id;&#xA;&#xA;    private String title;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Now I want to have a <strong>Many To Many</strong> relation between these two entities in my <strong>Gateway</strong>.</p>&#xA;&#xA;<p>I had tried to use feign client as below:</p>&#xA;&#xA;<pre><code>Gateway :&#xA;&#xA;@FeignClient(value = ""article-service"")&#xA;public interface ArticleClient {&#xA;&#xA;    @RequestMapping(value = ""/articles/"", method = RequestMethod.GET)&#xA;    Set&lt;Article&gt; getArticleById(@RequestParam(""id"") Long id);&#xA;&#xA;}&#xA;&#xA;@FeignClient(value = ""tag-service"")&#xA;public interface TagClient {&#xA;&#xA;    @RequestMapping(value = ""/tags/"", method = RequestMethod.GET)&#xA;    Tag getTagById(@RequestParam(""id"") Long id);&#xA;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>And defined <strong>Article</strong> and <strong>Tag</strong> entities in my <strong>Gateway</strong> like this:</p>&#xA;&#xA;<pre><code>Gateway :&#xA;&#xA;@JsonIgnoreProperties(ignoreUnknown = true)&#xA;public class Entry {&#xA;&#xA;    private Long id;&#xA;&#xA;    private String title;&#xA;&#xA;    private String Content;&#xA;&#xA;    @ManyToMany(cascade = CascadeType.ALL)&#xA;    @JoinTable(name = ""article_tag"",&#xA;        joinColumns = @JoinColumn(name = ""article_id"", referencedColumnName = ""id""),&#xA;        inverseJoinColumns = @JoinColumn(name = ""tag_id"",&#xA;                referencedColumnName = ""id""))&#xA;    private Set&lt;Tag&gt; tags;&#xA;}&#xA;&#xA;&#xA;@JsonIgnoreProperties(ignoreUnknown = true)&#xA;public class Tag {&#xA;    private Long id;&#xA;&#xA;    private String title;&#xA;&#xA;    @ManyToMany(mappedBy = ""tags"")&#xA;    private Set&lt;Article&gt; articles;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>I have a table named <strong>article_tag</strong> in my database (<strong>Postgres</strong>).</p>&#xA;&#xA;<p>Now how can I define my repositories in the <strong>Gateway</strong>?&#xA;How to write getArticlesByTagId() or getTagsByArticleId() functions?&#xA;I did whatever I could to make this relation work but I think they are not going to get along with each other :)</p>&#xA;"
44585239,Splitting monolith to microservices database issues,<database><oracle><join><microservices>,1,227,6,0.0,0,"<p>I am splitting monolith application to microservices and I was able to split it to three microservices, for easier explanation suppose these are:</p>&#xA;&#xA;<ul>&#xA;<li>Users (CRUD)</li>&#xA;<li>Messages (CRUD)</li>&#xA;<li>Other things (CRUD)</li>&#xA;</ul>&#xA;&#xA;<p>All of these are distinct bounded contexts and I'm using database table for microservice. So in DB i have:</p>&#xA;&#xA;<pre><code>USERS table&#xA;id&#xA;surname&#xA;lastname&#xA;...&#xA;&#xA;OTHER_THINGS table&#xA;id&#xA;col1&#xA;col2&#xA;...&#xA;&#xA;MESSAGES table&#xA;id&#xA;title&#xA;created_time&#xA;USER_ID&#xA;OTHER_THING_ID&#xA;...&#xA;</code></pre>&#xA;&#xA;<p>Now my web page needs searching/filtering of messages by all of the specified columns of all of these tables. For example:</p>&#xA;&#xA;<p>Web page user can enter:</p>&#xA;&#xA;<ul>&#xA;<li>surname of USER, </li>&#xA;<li>col2 of OTHER_THINGS </li>&#xA;<li>title of messages </li>&#xA;</ul>&#xA;&#xA;<p>And I should return only filtered rows.</p>&#xA;&#xA;<p>With monolith I have used simple database JOINS, but in this situation I can't find the best option. Can you suggest me possible options and which ones are better?</p>&#xA;"
45530657,What is the correct way of sharing common yet versioned infrustructural code between microservices?,<.net><nuget><versioning><microservices>,1,59,0,2.0,0,<p>We'd like to extract some infrastructure related code (mostly extension methods or small helper classes) into separate NuGet packages. </p>&#xA;&#xA;<p>These packages in no way contain business logic pertaining to either of the services.</p>&#xA;&#xA;<p>But as soon as as we end up having a hierarchy of dependencies between packages we are probably asking for troubles with versioning:</p>&#xA;&#xA;<p>Service1 references package Av1.1 directly and Av2.0 indirectly via referenced package B.<br/></p>&#xA;&#xA;<p>ServiceN references package Av1.5 directly and Av1.3 indirectly via referenced package C.<br/></p>&#xA;&#xA;<p>NuGet does not support side-by-side versions and only one version is used per project. This problem of versioning is relevant for monolithic applications as well though with seemingly significantly fewer possible integration issues.</p>&#xA;&#xA;<p>There are some ideas like not extracting common code and letting it be duplicated across services or just not changing the version of the package forcing every service to work with the same version.</p>&#xA;&#xA;<p>Are there any good recommendations concerning code reuse between services which go well with versioning?</p>&#xA;
45533748,version management in microservices,<version-control><cloud><microservices><service-discovery>,2,1982,0,1.0,0,"<p>Suppose that I have a UserService in my <strong>Microservice Architecture</strong> deployed on the cloud. There is a <strong>Service Discovery</strong> for routing the requests to different host of UserService. </p>&#xA;&#xA;<p>If I have two different versions of UserService. Lets say <em>user-service-1.0</em> and <em>user-service-2.0</em> and part of clients should still use older version, then how this can be managed in Microservice Architecture. </p>&#xA;"
